"subject","block","leftpoints","rightpoints","responselocation","rsi","rt","blocktime","transcode","stimrep","current_pv","other_pv","difference","subject_error","rt_mean","rt_sd"
12,2,7,7,"right",200,928,116.698,0,0,7,7,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,6,6,"right",200,709,116.698,0,1,6,6,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,8,8,"right",200,514,116.698,0,0,8,8,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,1,"left",200,768,116.698,1,0,1,4,3,0.0139335476956056,517.736526946108,391.216953977011
12,2,2,4,"right",1100,674,116.698,1,1,2,4,2,0.0139335476956056,517.736526946108,391.216953977011
12,2,9,7,"left",1100,905,116.698,1,0,7,9,2,0.0139335476956056,517.736526946108,391.216953977011
12,2,2,1,"left",1100,550,116.698,0,0,2,1,-1,0.0139335476956056,517.736526946108,391.216953977011
12,2,3,5,"right",200,1153,116.698,1,0,3,5,2,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,4,"right",1100,580,116.698,0,0,4,4,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,8,1,"left",200,1575,116.698,1,0,1,8,7,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,5,"right",200,1313,116.698,1,0,4,5,1,0.0139335476956056,517.736526946108,391.216953977011
12,2,9,10,"right",1100,860,116.698,0,0,10,9,-1,0.0139335476956056,517.736526946108,391.216953977011
12,2,6,4,"left",200,1460,116.698,1,0,4,6,2,0.0139335476956056,517.736526946108,391.216953977011
12,2,8,10,"right",1100,671,116.698,0,1,10,8,-2,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,7,"right",200,1334,116.698,0,0,7,4,-3,0.0139335476956056,517.736526946108,391.216953977011
12,2,7,10,"right",200,1177,116.698,0,0,10,7,-3,0.0139335476956056,517.736526946108,391.216953977011
12,2,10,3,"left",200,1035,116.698,1,0,3,10,7,0.0139335476956056,517.736526946108,391.216953977011
12,2,10,3,"left",200,467,116.698,0,1,10,3,-7,0.0139335476956056,517.736526946108,391.216953977011
12,2,2,9,"right",200,1210,116.698,1,1,2,9,7,0.0139335476956056,517.736526946108,391.216953977011
12,2,2,1,"left",1100,1226,116.698,1,0,1,2,1,0.0139335476956056,517.736526946108,391.216953977011
12,2,6,4,"left",1100,779,116.698,0,0,6,4,-2,0.0139335476956056,517.736526946108,391.216953977011
12,2,6,2,"left",1100,773,116.698,0,1,6,2,-4,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,2,"left",1100,480,116.698,0,0,4,2,-2,0.0139335476956056,517.736526946108,391.216953977011
12,2,6,3,"left",1100,791,116.698,0,0,6,3,-3,0.0139335476956056,517.736526946108,391.216953977011
12,2,2,1,"left",1100,457,116.698,0,0,2,1,-1,0.0139335476956056,517.736526946108,391.216953977011
12,2,7,7,"left",1100,496,116.698,0,0,7,7,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,3,8,"right",200,934,116.698,1,0,3,8,5,0.0139335476956056,517.736526946108,391.216953977011
12,2,7,4,"left",200,1282,116.698,1,0,4,7,3,0.0139335476956056,517.736526946108,391.216953977011
12,2,10,3,"left",1100,744,116.698,0,0,10,3,-7,0.0139335476956056,517.736526946108,391.216953977011
12,2,1,6,"right",200,788,116.698,1,1,1,6,5,0.0139335476956056,517.736526946108,391.216953977011
12,2,8,9,"right",200,1141,116.698,0,0,9,8,-1,0.0139335476956056,517.736526946108,391.216953977011
12,2,3,8,"right",200,1000,116.698,0,0,8,3,-5,0.0139335476956056,517.736526946108,391.216953977011
12,2,1,10,"right",1100,617,116.698,0,0,10,1,-9,0.0139335476956056,517.736526946108,391.216953977011
12,2,3,6,"right",1100,1098,116.698,0,0,6,3,-3,0.0139335476956056,517.736526946108,391.216953977011
12,2,10,4,"left",1100,944,116.698,1,0,4,10,6,0.0139335476956056,517.736526946108,391.216953977011
12,2,9,10,"right",1100,620,116.698,1,0,9,10,1,0.0139335476956056,517.736526946108,391.216953977011
12,2,6,10,"right",1100,764,116.698,0,0,10,6,-4,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,4,"right",200,624,116.698,0,1,4,4,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,2,2,"right",200,432,116.698,0,1,2,2,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,2,1,"left",200,976,116.698,1,0,1,2,1,0.0139335476956056,517.736526946108,391.216953977011
12,2,5,10,"right",200,1307,116.698,1,1,5,10,5,0.0139335476956056,517.736526946108,391.216953977011
12,2,6,6,"right",1100,456,116.698,0,1,6,6,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,8,7,"right",200,511,116.698,0,0,7,8,1,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,2,"right",200,501,116.698,0,0,2,4,2,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,8,"right",200,1178,116.698,0,0,8,4,-4,0.0139335476956056,517.736526946108,391.216953977011
12,2,3,2,"left",200,1372,116.698,1,0,2,3,1,0.0139335476956056,517.736526946108,391.216953977011
12,2,2,4,"right",200,2886,116.698,1,1,2,4,2,0.0139335476956056,517.736526946108,391.216953977011
12,2,7,10,"right",200,490,116.698,0,1,10,7,-3,0.0139335476956056,517.736526946108,391.216953977011
12,2,8,8,"right",200,464,116.698,0,1,8,8,0,0.0139335476956056,517.736526946108,391.216953977011
12,2,1,9,"right",1100,400,116.698,0,0,9,1,-8,0.0139335476956056,517.736526946108,391.216953977011
12,2,7,8,"right",1100,625,116.698,0,0,8,7,-1,0.0139335476956056,517.736526946108,391.216953977011
12,2,6,10,"right",1100,575,116.698,1,0,6,10,4,0.0139335476956056,517.736526946108,391.216953977011
12,2,4,2,"left",200,961,116.698,1,1,2,4,2,0.0139335476956056,517.736526946108,391.216953977011
12,2,8,1,"left",200,701,116.698,0,0,8,1,-7,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,7,"right",200,971,89.617,0,0,7,5,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,9,"right",200,757,89.617,0,1,9,7,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,6,"right",200,889,89.617,0,0,6,5,-1,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,6,"right",200,438,89.617,0,1,6,5,-1,0.0139335476956056,517.736526946108,391.216953977011
12,3,1,9,"right",200,343,89.617,0,0,9,1,-8,0.0139335476956056,517.736526946108,391.216953977011
12,3,4,9,"right",1100,403,89.617,0,0,9,4,-5,0.0139335476956056,517.736526946108,391.216953977011
12,3,10,8,"right",1100,341,89.617,0,0,8,10,2,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,5,"right",200,425,89.617,0,0,5,5,0,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,6,"right",200,962,89.617,0,0,6,9,3,0.0139335476956056,517.736526946108,391.216953977011
12,3,6,10,"right",200,341,89.617,0,0,10,6,-4,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,8,"right",1100,385,89.617,0,0,8,9,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,7,"right",200,388,89.617,0,0,7,7,0,0.0139335476956056,517.736526946108,391.216953977011
12,3,2,4,"right",200,318,89.617,0,1,4,2,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,10,4,"right",200,435,89.617,0,0,4,10,6,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,2,"right",200,290,89.617,0,0,2,5,3,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,9,"right",1100,368,89.617,0,0,9,5,-4,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,9,"right",200,475,89.617,0,1,9,5,-4,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,10,"right",1100,338,89.617,0,0,10,7,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,2,"right",200,551,89.617,0,0,2,9,7,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,5,"right",1100,378,89.617,0,0,5,7,2,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,6,"right",200,381,89.617,0,0,6,5,-1,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,3,"right",1100,328,89.617,0,1,3,7,4,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,2,"right",200,341,89.617,0,1,2,7,5,0.0139335476956056,517.736526946108,391.216953977011
12,3,10,1,"right",200,857,89.617,0,0,1,10,9,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,1,"right",1100,337,89.617,0,1,1,9,8,0.0139335476956056,517.736526946108,391.216953977011
12,3,3,6,"right",1100,405,89.617,0,0,6,3,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,6,5,"right",200,447,89.617,0,0,5,6,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,3,"right",200,279,89.617,0,1,3,7,4,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,4,"right",200,342,89.617,0,0,4,9,5,0.0139335476956056,517.736526946108,391.216953977011
12,3,3,9,"right",200,394,89.617,0,0,9,3,-6,0.0139335476956056,517.736526946108,391.216953977011
12,3,4,1,"right",1100,357,89.617,0,0,1,4,3,0.0139335476956056,517.736526946108,391.216953977011
12,3,6,6,"right",1100,424,89.617,0,0,6,6,0,0.0139335476956056,517.736526946108,391.216953977011
12,3,10,3,"right",1100,289,89.617,0,0,3,10,7,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,8,"right",1100,375,89.617,0,0,8,9,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,3,4,"right",200,450,89.617,0,0,4,3,-1,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,7,"right",200,386,89.617,0,0,7,7,0,0.0139335476956056,517.736526946108,391.216953977011
12,3,4,4,"right",1100,292,89.617,0,0,4,4,0,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,2,"right",1100,403,89.617,0,0,2,9,7,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,2,"right",200,324,89.617,0,0,2,9,7,0.0139335476956056,517.736526946108,391.216953977011
12,3,3,6,"right",200,289,89.617,0,0,6,3,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,9,"right",200,336,89.617,0,0,9,5,-4,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,4,"right",1100,259,89.617,0,0,4,9,5,0.0139335476956056,517.736526946108,391.216953977011
12,3,8,3,"right",1100,283,89.617,0,0,3,8,5,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,8,"right",1100,377,89.617,0,0,8,5,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,8,7,"right",200,380,89.617,0,0,7,8,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,2,8,"right",1100,295,89.617,0,0,8,2,-6,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,7,"right",200,374,89.617,0,1,7,7,0,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,3,"right",1100,297,89.617,0,0,3,9,6,0.0139335476956056,517.736526946108,391.216953977011
12,3,1,4,"right",200,279,89.617,0,0,4,1,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,1,8,"right",200,390,89.617,0,0,8,1,-7,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,4,"right",200,400,89.617,0,1,4,5,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,2,2,"right",1100,330,89.617,0,0,2,2,0,0.0139335476956056,517.736526946108,391.216953977011
12,3,2,3,"right",1100,279,89.617,0,1,3,2,-1,0.0139335476956056,517.736526946108,391.216953977011
12,3,1,8,"right",200,942,89.617,0,0,8,1,-7,0.0139335476956056,517.736526946108,391.216953977011
12,3,3,2,"right",200,378,89.617,0,0,2,3,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,6,5,"right",200,437,89.617,0,1,5,6,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,1,9,"right",200,413,89.617,0,0,9,1,-8,0.0139335476956056,517.736526946108,391.216953977011
12,3,4,3,"right",200,407,89.617,0,0,3,4,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,6,8,"right",200,344,89.617,0,0,8,6,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,10,7,"right",1100,357,89.617,0,0,7,10,3,0.0139335476956056,517.736526946108,391.216953977011
12,3,10,4,"right",1100,448,89.617,0,0,4,10,6,0.0139335476956056,517.736526946108,391.216953977011
12,3,1,4,"right",200,440,89.617,0,0,4,1,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,3,"right",1100,345,89.617,0,1,3,5,2,0.0139335476956056,517.736526946108,391.216953977011
12,3,3,8,"right",200,389,89.617,0,0,8,3,-5,0.0139335476956056,517.736526946108,391.216953977011
12,3,1,10,"right",1100,367,89.617,0,0,10,1,-9,0.0139335476956056,517.736526946108,391.216953977011
12,3,2,7,"right",1100,746,89.617,0,0,7,2,-5,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,6,"right",1100,374,89.617,0,1,6,9,3,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,4,"right",200,576,89.617,0,0,4,7,3,0.0139335476956056,517.736526946108,391.216953977011
12,3,2,7,"right",200,339,89.617,0,1,7,2,-5,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,8,"right",200,447,89.617,0,0,8,5,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,10,"right",200,664,89.617,0,0,10,7,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,10,"right",1100,367,89.617,0,1,10,7,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,2,"right",1100,426,89.617,0,0,2,7,5,0.0139335476956056,517.736526946108,391.216953977011
12,3,1,3,"right",200,379,89.617,0,0,3,1,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,8,3,"right",200,486,89.617,0,0,3,8,5,0.0139335476956056,517.736526946108,391.216953977011
12,3,4,6,"right",200,468,89.617,0,0,6,4,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,6,7,"right",1100,323,89.617,0,0,7,6,-1,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,7,"right",200,488,89.617,0,1,7,9,2,0.0139335476956056,517.736526946108,391.216953977011
12,3,10,1,"right",1100,590,89.617,0,0,1,10,9,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,3,"right",200,912,89.617,0,0,3,7,4,0.0139335476956056,517.736526946108,391.216953977011
12,3,4,7,"right",200,421,89.617,0,1,7,4,-3,0.0139335476956056,517.736526946108,391.216953977011
12,3,9,8,"right",200,334,89.617,0,0,8,9,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,4,3,"right",1100,243,89.617,0,1,3,4,1,0.0139335476956056,517.736526946108,391.216953977011
12,3,7,8,"right",200,387,89.617,0,0,8,7,-1,0.0139335476956056,517.736526946108,391.216953977011
12,3,4,6,"right",200,293,89.617,0,0,6,4,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,3,5,"right",1100,366,89.617,0,0,5,3,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,8,10,"right",200,297,89.617,0,0,10,8,-2,0.0139335476956056,517.736526946108,391.216953977011
12,3,5,7,"right",1100,399,89.617,0,0,7,5,-2,0.0139335476956056,517.736526946108,391.216953977011
12,4,8,10,"right",1100,367,87.432,0,0,10,8,-2,0.0139335476956056,517.736526946108,391.216953977011
12,4,2,1,"right",200,322,87.432,0,0,1,2,1,0.0139335476956056,517.736526946108,391.216953977011
12,4,10,5,"right",200,399,87.432,0,0,5,10,5,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,4,"right",1100,408,87.432,0,0,4,7,3,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,4,"right",1100,914,87.432,0,0,4,3,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,1,"right",200,423,87.432,0,1,1,4,3,0.0139335476956056,517.736526946108,391.216953977011
12,4,10,3,"right",200,472,87.432,0,0,3,10,7,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,5,"right",200,391,87.432,0,0,5,4,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,2,9,"right",1100,321,87.432,0,0,9,2,-7,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,9,"right",200,382,87.432,0,0,9,1,-8,0.0139335476956056,517.736526946108,391.216953977011
12,4,5,10,"right",1100,336,87.432,0,0,10,5,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,2,6,"right",1100,437,87.432,0,0,6,2,-4,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,6,"right",1100,413,87.432,0,0,6,3,-3,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,7,"right",1100,383,87.432,0,0,7,1,-6,0.0139335476956056,517.736526946108,391.216953977011
12,4,10,10,"right",1100,289,87.432,0,0,10,10,0,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,9,"right",200,527,87.432,0,1,9,7,-2,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,2,"right",200,340,87.432,0,1,2,7,5,0.0139335476956056,517.736526946108,391.216953977011
12,4,6,3,"right",1100,336,87.432,0,0,3,6,3,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,5,"right",1100,357,87.432,0,0,5,9,4,0.0139335476956056,517.736526946108,391.216953977011
12,4,2,9,"right",200,287,87.432,0,0,9,2,-7,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,3,"right",200,294,87.432,0,1,3,3,0,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,2,"right",1100,332,87.432,0,0,2,1,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,6,5,"right",200,377,87.432,0,0,5,6,1,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,3,"right",1100,356,87.432,0,0,3,9,6,0.0139335476956056,517.736526946108,391.216953977011
12,4,8,2,"right",200,303,87.432,0,0,2,8,6,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,7,"right",200,373,87.432,0,1,7,1,-6,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,6,"right",1100,376,87.432,0,0,6,7,1,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,6,"right",1100,339,87.432,0,0,6,1,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,10,6,"right",200,359,87.432,0,0,6,10,4,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,2,"right",200,323,87.432,0,1,2,1,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,8,"right",200,400,87.432,0,0,8,4,-4,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,4,"right",1100,314,87.432,0,0,4,7,3,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,10,"right",1100,319,87.432,0,0,10,9,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,7,"right",1100,340,87.432,0,1,7,9,2,0.0139335476956056,517.736526946108,391.216953977011
12,4,8,10,"right",1100,329,87.432,0,0,10,8,-2,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,6,"right",200,390,87.432,0,1,6,3,-3,0.0139335476956056,517.736526946108,391.216953977011
12,4,8,8,"right",200,376,87.432,0,0,8,8,0,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,2,"right",1100,379,87.432,0,0,2,1,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,8,"right",200,374,87.432,0,0,8,1,-7,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,10,"right",1100,345,87.432,0,0,10,1,-9,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,10,"right",200,301,87.432,0,0,10,9,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,8,1,"right",1100,323,87.432,0,0,1,8,7,0.0139335476956056,517.736526946108,391.216953977011
12,4,8,6,"right",200,304,87.432,0,1,6,8,2,0.0139335476956056,517.736526946108,391.216953977011
12,4,5,6,"right",1100,294,87.432,0,1,6,5,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,8,"right",200,364,87.432,0,0,8,7,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,2,"right",200,376,87.432,0,0,2,3,1,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,4,"right",200,355,87.432,0,0,4,7,3,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,2,"right",200,357,87.432,0,0,2,4,2,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,5,"right",200,385,87.432,0,0,5,4,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,9,"right",1100,339,87.432,0,0,9,9,0,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,10,"right",200,352,87.432,0,1,10,7,-3,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,8,"right",200,291,87.432,0,1,8,3,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,3,"right",1100,330,87.432,0,0,3,9,6,0.0139335476956056,517.736526946108,391.216953977011
12,4,10,9,"right",1100,351,87.432,0,1,9,10,1,0.0139335476956056,517.736526946108,391.216953977011
12,4,2,10,"right",1100,330,87.432,0,0,10,2,-8,0.0139335476956056,517.736526946108,391.216953977011
12,4,6,10,"right",200,503,87.432,0,0,10,6,-4,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,1,"right",1100,293,87.432,0,0,1,4,3,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,8,"right",1100,315,87.432,0,0,8,3,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,5,9,"right",1100,440,87.432,0,1,9,5,-4,0.0139335476956056,517.736526946108,391.216953977011
12,4,10,5,"right",200,313,87.432,0,0,5,10,5,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,6,"right",200,342,87.432,0,0,6,1,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,9,"right",200,363,87.432,0,0,9,4,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,1,"right",1100,342,87.432,0,1,1,1,0,0.0139335476956056,517.736526946108,391.216953977011
12,4,8,1,"right",1100,323,87.432,0,0,1,8,7,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,7,"right",1100,432,87.432,0,0,7,4,-3,0.0139335476956056,517.736526946108,391.216953977011
12,4,6,7,"right",1100,296,87.432,0,0,7,6,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,5,"right",200,342,87.432,0,0,5,3,-2,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,4,"right",1100,347,87.432,0,1,4,7,3,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,8,"right",1100,287,87.432,0,0,8,4,-4,0.0139335476956056,517.736526946108,391.216953977011
12,4,6,2,"right",1100,285,87.432,0,0,2,6,4,0.0139335476956056,517.736526946108,391.216953977011
12,4,10,1,"right",200,380,87.432,0,0,1,10,9,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,8,"right",200,359,87.432,0,1,8,4,-4,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,9,"right",200,290,87.432,0,0,9,4,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,6,"right",1100,313,87.432,0,0,6,1,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,6,"right",200,383,87.432,0,1,6,7,1,0.0139335476956056,517.736526946108,391.216953977011
12,4,3,4,"right",1100,272,87.432,0,1,4,3,-1,0.0139335476956056,517.736526946108,391.216953977011
12,4,4,9,"right",200,327,87.432,0,0,9,4,-5,0.0139335476956056,517.736526946108,391.216953977011
12,4,1,7,"right",200,308,87.432,0,0,7,1,-6,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,8,"right",1100,338,87.432,0,0,8,9,1,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,5,"right",200,302,87.432,0,0,5,9,4,0.0139335476956056,517.736526946108,391.216953977011
12,4,5,7,"right",1100,324,87.432,0,0,7,5,-2,0.0139335476956056,517.736526946108,391.216953977011
12,4,2,1,"right",200,337,87.432,0,0,1,2,1,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,9,"right",1100,333,87.432,0,0,9,7,-2,0.0139335476956056,517.736526946108,391.216953977011
12,4,9,1,"right",1100,289,87.432,0,0,1,9,8,0.0139335476956056,517.736526946108,391.216953977011
12,4,7,10,"right",200,312,87.432,0,1,10,7,-3,0.0139335476956056,517.736526946108,391.216953977011
12,5,3,2,"left",200,929,109.761,1,1,2,3,1,0.0139335476956056,517.736526946108,391.216953977011
12,5,3,10,"right",1100,461,109.761,1,0,3,10,7,0.0139335476956056,517.736526946108,391.216953977011
12,5,4,4,"right",1100,349,109.761,0,1,4,4,0,0.0139335476956056,517.736526946108,391.216953977011
12,5,3,6,"right",1100,808,109.761,0,0,6,3,-3,0.0139335476956056,517.736526946108,391.216953977011
12,5,9,4,"left",200,674,109.761,1,0,4,9,5,0.0139335476956056,517.736526946108,391.216953977011
12,5,2,6,"right",1100,471,109.761,1,0,2,6,4,0.0139335476956056,517.736526946108,391.216953977011
12,5,8,6,"left",1100,558,109.761,1,0,6,8,2,0.0139335476956056,517.736526946108,391.216953977011
12,5,6,6,"right",1100,346,109.761,1,0,6,6,0,0.0139335476956056,517.736526946108,391.216953977011
12,5,3,4,"right",1100,406,109.761,0,0,4,3,-1,0.0139335476956056,517.736526946108,391.216953977011
12,5,9,7,"left",200,848,109.761,1,0,7,9,2,0.0139335476956056,517.736526946108,391.216953977011
12,5,1,8,"right",200,511,109.761,1,0,1,8,7,0.0139335476956056,517.736526946108,391.216953977011
12,5,4,7,"right",1100,429,109.761,0,0,7,4,-3,0.0139335476956056,517.736526946108,391.216953977011
12,5,3,7,"right",1100,358,109.761,0,0,7,3,-4,0.0139335476956056,517.736526946108,391.216953977011
12,5,6,8,"right",200,818,109.761,0,0,8,6,-2,0.0139335476956056,517.736526946108,391.216953977011
12,5,4,1,"left",1100,650,109.761,1,0,1,4,3,0.0139335476956056,517.736526946108,391.216953977011
12,5,9,3,"left",200,777,109.761,0,0,9,3,-6,0.0139335476956056,517.736526946108,391.216953977011
12,5,7,5,"left",200,2532,109.761,0,0,7,5,-2,0.0139335476956056,517.736526946108,391.216953977011
12,5,7,7,"left",200,1463,109.761,0,0,7,7,0,0.0139335476956056,517.736526946108,391.216953977011
12,5,7,7,"left",200,613,109.761,0,1,7,7,0,0.0139335476956056,517.736526946108,391.216953977011
12,5,9,8,"left",200,1111,109.761,0,0,9,8,-1,0.0139335476956056,517.736526946108,391.216953977011
12,5,6,9,"right",1100,1955,109.761,1,1,6,9,3,0.0139335476956056,517.736526946108,391.216953977011
12,5,5,1,"left",1100,3925,109.761,1,0,1,5,4,0.0139335476956056,517.736526946108,391.216953977011
12,5,8,6,"left",200,3638,109.761,0,0,8,6,-2,0.0139335476956056,517.736526946108,391.216953977011
12,5,10,9,"left",1100,499,109.761,0,0,10,9,-1,0.0139335476956056,517.736526946108,391.216953977011
12,5,2,2,"left",1100,777,109.761,0,1,2,2,0,0.0139335476956056,517.736526946108,391.216953977011
12,5,8,5,"left",1100,771,109.761,0,1,8,5,-3,0.0139335476956056,517.736526946108,391.216953977011
12,5,3,5,"right",1100,454,109.761,1,1,3,5,2,0.0139335476956056,517.736526946108,391.216953977011
12,5,4,5,"right",1100,421,109.761,0,0,5,4,-1,0.0139335476956056,517.736526946108,391.216953977011
12,5,5,8,"right",1100,398,109.761,0,0,8,5,-3,0.0139335476956056,517.736526946108,391.216953977011
12,5,3,6,"right",1100,488,109.761,0,1,6,3,-3,0.0139335476956056,517.736526946108,391.216953977011
12,5,5,5,"right",1100,398,109.761,0,0,5,5,0,0.0139335476956056,517.736526946108,391.216953977011
12,5,8,5,"left",1100,456,109.761,1,1,5,8,3,0.0139335476956056,517.736526946108,391.216953977011
12,5,4,5,"right",1100,399,109.761,1,1,4,5,1,0.0139335476956056,517.736526946108,391.216953977011
12,5,6,10,"right",1100,529,109.761,0,0,10,6,-4,0.0139335476956056,517.736526946108,391.216953977011
12,5,1,10,"right",200,686,109.761,0,0,10,1,-9,0.0139335476956056,517.736526946108,391.216953977011
